0.4, 0, 0.8999205509544557, 2.851011885284742e-15
0.4, 1, 0.9994598780971, 5.547527516394095e-58
0.4, 2, 0.9705921634086754, 4.165103973480272e-25
0.4, 3, 0.9236077904709667, 2.079689499161718e-17
0.4, 4, 0.8766241203640686, 1.2322719972905235e-13
0.4, 5, 0.8335971602236725, 2.4457614998189966e-11
0.4, 6, 0.795090799117785, 8.911909034592278e-10
0.4, 7, 0.7607880612448353, 1.218006377399921e-08
0.4, 8, 0.7301775846545239, 8.931201679557776e-08
0.4, 9, 0.7027528611551486, 4.295205751610574e-07
0.4, 10, 0.678065975543711, 1.530698961498242e-06
0.4, 11, 0.6557357504158174, 4.373526678913328e-06
0.4, 12, 0.6354420684947382, 1.0566321480285955e-05
0.4, 13, 0.6169169022017611, 2.240655350276787e-05
0.4, 14, 0.5999354972993205, 4.2845231025655055e-05
0.4, 15, 0.5843087074236863, 7.536898340384e-05
0.4, 16, 0.5698766295043307, 0.00012382968921836567
0.4, 17, 0.5565034169076217, 0.00019225357293051963
0.4, 18, 0.5440730804973197, 0.0002846558905714381
0.4, 19, 0.532486092624927, 0.00040487864576004733
4.0, 0, 0.8993276862319981, 3.1727107435556494e-15
4.0, 1, 0.9984929409466594, 1.6130153030100202e-49
4.0, 2, 0.9698059288052736, 6.829355018490661e-25
4.0, 3, 0.9235608597766939, 2.1032248224292984e-17
4.0, 4, 0.8777787850765973, 1.0414938562692688e-13
4.0, 5, 0.8362817801082022, 1.840665792936064e-11
4.0, 6, 0.7995000579479608, 6.144587037297777e-10
4.0, 7, 0.7670046701153963, 7.83790208175959e-09
4.0, 8, 0.7382011529204314, 5.440602947061916e-08
4.0, 9, 0.7125270727628563, 2.505303785734866e-07
4.0, 10, 0.6895004321043219, 8.628599410255007e-07
4.0, 11, 0.6687219464630854, 2.4007375778802112e-06
4.0, 12, 0.6498643143666534, 5.682911928821816e-06
4.0, 13, 0.6326593714124252, 1.1866434238612954e-05
4.0, 14, 0.6168864978765495, 2.24333328225214e-05
4.0, 15, 0.602363056863175, 3.9141714818154596e-05
4.0, 16, 0.5889367832528807, 6.395339907030213e-05
4.0, 17, 0.5764798078792607, 9.895085316290154e-05
4.0, 18, 0.5648839810965888, 0.00014625407537952712
4.0, 19, 0.5540572057778076, 0.0002079448853780737
40.0, 0, 0.8932799252123751, 9.104426087206402e-15
40.0, 1, 0.9990226664071337, 4.324592148719472e-53
40.0, 2, 0.9717936842806256, 1.9051490271096134e-25
40.0, 3, 0.9247773970142086, 1.5674097067472683e-17
40.0, 4, 0.8773350979296888, 1.1112537742753026e-13
40.0, 5, 0.8338922090049539, 2.3711265274930587e-11
40.0, 6, 0.7951531174771648, 8.8657560148881e-10
40.0, 7, 0.7608133638862274, 1.2158555653642726e-08
40.0, 8, 0.7303295071181063, 8.84920862501873e-08
40.0, 9, 0.7031526530499164, 4.2033044064195787e-07
40.0, 10, 0.6787955737950665, 1.4768373679579364e-06
40.0, 11, 0.6568451615484645, 4.15972654762014e-06
40.0, 12, 0.6369572186553702, 9.914579516540665e-06
40.0, 13, 0.6188464887322511, 2.0765508235975276e-05
40.0, 14, 0.6022764430928494, 3.9268672748691876e-05
40.0, 15, 0.5870502702236127, 6.840221799237289e-05
40.0, 16, 0.5730033797520047, 0.00011141932810311175
40.0, 17, 0.5599973285455577, 0.0001716901728810001
40.0, 18, 0.5479149563541037, 0.00025255246871082776
40.0, 19, 0.5366565060506467, 0.0003571830613397132
